Date,Open,High,Low,Close,Adj Close,Volume
2019-04-19,26075.000000,26075.000000,26075.000000,26075.000000,16750.322266,0
2019-04-22,26075.000000,26425.000000,26000.000000,26075.000000,16750.322266,2903800
2019-04-23,26300.000000,27225.000000,26175.000000,27200.000000,17473.013672,6435400
2019-04-24,27250.000000,27600.000000,27025.000000,27550.000000,17697.849609,5899100
2019-04-25,27650.000000,27800.000000,27500.000000,27675.000000,17778.150391,5912500
2019-04-26,27675.000000,27750.000000,27225.000000,27600.000000,17729.968750,5135100
2019-04-29,27000.000000,27100.000000,26525.000000,26950.000000,17847.847656,3397700
2019-04-30,27000.000000,27300.000000,26850.000000,27175.000000,17996.857422,5218200
2019-05-01,27175.000000,27175.000000,27175.000000,27175.000000,17996.857422,0
2019-05-02,27300.000000,27300.000000,26550.000000,26825.000000,17765.066406,3423400
2019-05-03,27100.000000,27150.000000,26500.000000,26625.000000,17632.619141,3051700
2019-05-06,26100.000000,26925.000000,26050.000000,26925.000000,17831.294922,1808300
2019-05-07,26700.000000,27275.000000,26675.000000,27150.000000,17980.302734,3089200
2019-05-08,26925.000000,27150.000000,26700.000000,27150.000000,17980.302734,2552100
2019-05-09,26750.000000,26900.000000,25900.000000,26100.000000,17284.931641,4661100
2019-05-10,26350.000000,26475.000000,25875.000000,26250.000000,17384.269531,4656200
2019-05-13,26250.000000,26500.000000,25525.000000,25525.000000,16904.132813,2829800
2019-05-14,25500.000000,25850.000000,25125.000000,25525.000000,16904.132813,3282700
2019-05-15,25550.000000,25800.000000,25250.000000,25350.000000,16788.236328,2983300
2019-05-16,25050.000000,25350.000000,24850.000000,24850.000000,16457.109375,5102400
2019-05-17,24850.000000,25300.000000,24700.000000,24825.000000,16440.552734,3766600
2019-05-20,24800.000000,24825.000000,24000.000000,24500.000000,16225.317383,5965300
2019-05-21,24500.000000,25200.000000,24300.000000,24725.000000,16374.326172,6887900
2019-05-22,24600.000000,24825.000000,24350.000000,24400.000000,16159.090820,2156400
2019-05-23,24500.000000,25600.000000,24500.000000,25550.000000,16920.689453,3830600
